"abbreviation"	"name"	"compartment"
"5-carboxy-gamma-chromanol"	"5-carboxy-gamma-chromanol"	"m"
"gamma-carboxyethyl-hydroxychroman"	"gamma-carboxyethyl-hydroxychroman"	"m, c"
"11-carboxy-gamma-chromanol"	"11-carboxy-gamma-chromanol"	"m"
"9-carboxy-gamma-chromanol"	"9-carboxy-gamma-chromanol"	"m"
"7-carboxy-gamma-chromanol"	"7-carboxy-gamma-chromanol"	"m"
"11-carboxy-alpha-chromanol"	"11-carboxy-alpha-chromanol"	"m"
"9-carboxy-alpha-chromanol"	"9-carboxy-alpha-chromanol"	"m"
"7-carboxy-alpha-chromanol"	"7-carboxy-alpha-chromanol"	"m"
"gamma-CEHC-glucuronide"	"gamma-CEHC-glucuronide"	"c"
"alpha-CEHC-glucuronide"	"alpha-CEHC-glucuronide"	"c"
"benzo[a]pyrene"	"benzo[a]pyrene"	"c"
"benzo[a]pyrene-9,10-oxide"	"benzo[a]pyrene-9,10-oxide"	"c"
"benzo[a]pyrene-7,8-oxide"	"benzo[a]pyrene-7,8-oxide"	"c"
"benzo[a]pyrene-4,5-oxide"	"benzo[a]pyrene-4,5-oxide"	"c"
"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene"	"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene"	"c"
"benzo[a]pyrene-7,8-diol"	"benzo[a]pyrene-7,8-diol"	"c"
"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene"	"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene"	"c"
"benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide"	"benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide"	"c"
"9-hydroxybenzo[a]pyrene"	"9-hydroxybenzo[a]pyrene"	"c"
"9-hydroxybenzo[a]pyrene-4,5-oxide"	"9-hydroxybenzo[a]pyrene-4,5-oxide"	"c"
"naphthalene"	"naphthalene"	"c"
"(1R,2S)-naphthalene1,2-oxide"	"(1R,2S)-naphthalene1,2-oxide"	"c"
"(1S,2R)-naphthalene1,2-oxide"	"(1S,2R)-naphthalene1,2-oxide"	"c"
"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"	"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"	"c"
"1,2-dihydronaphthalene-1,2-diol"	"1,2-dihydronaphthalene-1,2-diol"	"c"
"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene"	"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene"	"c"
"aflatoxinB1"	"aflatoxinB1"	"c"
"aflatoxinQ1"	"aflatoxinQ1"	"c"
"aflatoxinM1"	"aflatoxinM1"	"c"
"aflatoxinM1-8,9-epoxide"	"aflatoxinM1-8,9-epoxide"	"c"
"aflatoxinB1-exo-8,9-epoxide"	"aflatoxinB1-exo-8,9-epoxide"	"c"
"aflatoxinB1-exo-8,9-epoxide-GSH"	"aflatoxinB1-exo-8,9-epoxide-GSH"	"c"
"aflatoxinB1diol"	"aflatoxinB1diol"	"c"
"trichloroethene"	"trichloroethene"	"c"
"S-(1,2-dichlorovinyl)glutathione"	"S-(1,2-dichlorovinyl)glutathione"	"c"
"hydrochloride"	"hydrochloride"	"c"
"TAGepoxide"	"TAGepoxide"	"c"
"chloral"	"chloral"	"c"
"chloralhydrate"	"chloralhydrate"	"c"
"trichloroacetate"	"trichloroacetate"	"c"
"trichloroethanol"	"trichloroethanol"	"c"
"bromobenzene"	"bromobenzene"	"c"
"bromobenzene-3,4-oxide"	"bromobenzene-3,4-oxide"	"c"
"3,4-dihydro-3-hydroxy-4-S-glutathionylbromobenzene"	"3,4-dihydro-3-hydroxy-4-S-glutathionylbromobenzene"	"c"
"bromobenzene-3,4-dihydrodiol"	"bromobenzene-3,4-dihydrodiol"	"c"
"4-bromophenol"	"4-bromophenol"	"c"
"4-bromophenol-2,3-epoxide"	"4-bromophenol-2,3-epoxide"	"c"
"bromobenzene-2,3-oxide"	"bromobenzene-2,3-oxide"	"c"
"2,3-dihydro-2-S-glutathionyl-3-hydroxybromobenzene"	"2,3-dihydro-2-S-glutathionyl-3-hydroxybromobenzene"	"c"
"bromobenzene-2,3-dihydrodiol"	"bromobenzene-2,3-dihydrodiol"	"c"
"7,12-dimethylbenz[a]anthracene"	"7,12-dimethylbenz[a]anthracene"	"c"
"1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene"	"1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene"	"c"
"7-hydroxymethyl-12-methylbenz[a]anthracene"	"7-hydroxymethyl-12-methylbenz[a]anthracene"	"c"
"7,12-dimethylbenz[a]anthracene5,6-oxide"	"7,12-dimethylbenz[a]anthracene5,6-oxide"	"c"
"trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene"	"trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene"	"c"
"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol"	"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol"	"c"
"trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene"	"trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene"	"c"
"4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone"	"4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone"	"c"
"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol"	"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol"	"c"
"4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone"	"4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone"	"c"
"4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone"	"4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone"	"c"
"1-nitronaphthalene"	"1-nitronaphthalene"	"c"
"1-nitronaphthalene-5,6-oxide"	"1-nitronaphthalene-5,6-oxide"	"c"
"1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	"1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	"c"
"1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"	"1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"	"c"
"1-nitro-5,6-dihydroxy-dihydronaphthalene"	"1-nitro-5,6-dihydroxy-dihydronaphthalene"	"c"
"1-nitronaphthalene-7,8-oxide"	"1-nitronaphthalene-7,8-oxide"	"c"
"1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene"	"1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene"	"c"
"1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene"	"1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene"	"c"
"1,1-dichloroethylene"	"1,1-dichloroethylene"	"c"
"2,2-dichloroacetaldehyde"	"2,2-dichloroacetaldehyde"	"c"
"S-(2,2-dichloro-1-hydroxy)ethylglutathione"	"S-(2,2-dichloro-1-hydroxy)ethylglutathione"	"c"
"1,1-dichloroethyleneepoxide"	"1,1-dichloroethyleneepoxide"	"c"
"2-(S-glutathionyl)acetylchloride"	"2-(S-glutathionyl)acetylchloride"	"c"
"2-(S-glutathionyl)acetylglutathione"	"2-(S-glutathionyl)acetylglutathione"	"c"
"chloroacetylchloride"	"chloroacetylchloride"	"c"
"S-(2-chloroacetyl)glutathione"	"S-(2-chloroacetyl)glutathione"	"c"
"1,2-dibromoethane"	"1,2-dibromoethane"	"c"
"2-bromoacetaldehyde"	"2-bromoacetaldehyde"	"c"
"hydrobromicacid"	"hydrobromicacid"	"c"
"S-(formylmethyl)glutathione"	"S-(formylmethyl)glutathione"	"c"
"PNP"	"PNP"	"c, e"
"4-nitrophenyl-sulfate"	"4-nitrophenyl-sulfate"	"c"
"4-nitrocatechol"	"4-nitrocatechol"	"c"
"hypochlorite"	"hypochlorite"	"c"
"chloride"	"chloride"	"c, e"
"nitrite"	"nitrite"	"c"
"nitryl-chloride"	"nitryl-chloride"	"c"
"4-nitrophenyl-phosphate"	"4-nitrophenyl-phosphate"	"e"
"methanol"	"methanol"	"c, l"
"reducedferredoxin"	"reducedferredoxin"	"m"
"oxidizedferredoxin"	"oxidizedferredoxin"	"m"
"dextrin"	"dextrin"	"c"
"dextrin(n-1)"	"dextrin(n-1)"	"c"
"1-deoxy-1-(N6-lysino)-D-fructose"	"1-deoxy-1-(N6-lysino)-D-fructose"	"c"
"fructoselysine-3-phosphate"	"fructoselysine-3-phosphate"	"c"
"fructoseglycine-ketone-3-phosphate"	"fructoseglycine-ketone-3-phosphate"	"c"
"fructoseglycine"	"fructoseglycine"	"c"
"neurotensin"	"neurotensin"	"c"
"neurotensin1-10"	"neurotensin1-10"	"c"
"neurotensin11-13"	"neurotensin11-13"	"c"
"dynorphinA-(1-8)"	"dynorphinA-(1-8)"	"c"
"dynorphinA-(1-5)"	"dynorphinA-(1-5)"	"c"
"dynorphinA-(6-8)"	"dynorphinA-(6-8)"	"c"
"L-sorbose"	"L-sorbose"	"c"
"L-iditol"	"L-iditol"	"c"
"2,3-cyclic-UMP"	"2,3-cyclic-UMP"	"c"
"3-UMP"	"3-UMP"	"c"
"neuromedinB"	"neuromedinB"	"c"
"neuromedinB(1-3)"	"neuromedinB(1-3)"	"c"
"neuromedinB(4-10)"	"neuromedinB(4-10)"	"c"
"neuromedinN"	"neuromedinN"	"c"
"neuromedinN(1-4)"	"neuromedinN(1-4)"	"c"
"hippurate"	"hippurate"	"c"
"O-methylhippurate"	"O-methylhippurate"	"c"
"TRH"	"TRH"	"c"
"histidyl-prolinamide"	"histidyl-prolinamide"	"c"
"kinetensin"	"kinetensin"	"c"
"kinetensin1-8"	"kinetensin1-8"	"c"
"P1,P4-bis(5-guanosyl)-tetraphosphate"	"P1,P4-bis(5-guanosyl)-tetraphosphate"	"c"
"chitin"	"chitin"	"c"
"chitin(n-1)"	"chitin(n-1)"	"c"
"(ADP-D-ribosyl)n1-acceptor"	"(ADP-D-ribosyl)n1-acceptor"	"c"
"(ADP-D-ribosyl)n-acceptor"	"(ADP-D-ribosyl)n-acceptor"	"c"
"[phosphorylaseB]"	"[phosphorylaseB]"	"c"
"[phosphorylaseA]"	"[phosphorylaseA]"	"c"
"ubiquitinCterminalthiolester"	"ubiquitinCterminalthiolester"	"c"
"thiol"	"thiol"	"c"
"ubiquitin"	"ubiquitin"	"c"
"[protein]-N-ubiquityllysine"	"[protein]-N-ubiquityllysine"	"c"
"peptidylproline-(omega=0)"	"peptidylproline-(omega=0)"	"c"
"peptidylproline-(omega=180)"	"peptidylproline-(omega=180)"	"c"
"[myosinlightchain]"	"[myosinlightchain]"	"c"
"[myosinlightchain]-phosphate"	"[myosinlightchain]-phosphate"	"c"
"histone-N6-acetyl-L-lysine"	"histone-N6-acetyl-L-lysine"	"c"
"[protein]-L-glutamine"	"[protein]-L-glutamine"	"c"
"alkylamine"	"alkylamine"	"c"
"[protein]-N5-alkylglutamine"	"[protein]-N5-alkylglutamine"	"c"
"apppA"	"apppA"	"c"
"DNAcontaining6-O-methylguanine"	"DNAcontaining6-O-methylguanine"	"c"
"DNAcontainingguanine"	"DNAcontainingguanine"	"c"
"[protein]-S-methyl-L-cysteine"	"[protein]-S-methyl-L-cysteine"	"c"
"S-palmitoylprotein"	"S-palmitoylprotein"	"c"
"[protein]-L-isoaspartate-methylester"	"[protein]-L-isoaspartate-methylester"	"c"
"[protein]-L-isoaspartate"	"[protein]-L-isoaspartate"	"c"
"oxytocin"	"oxytocin"	"c"
"glycinamide"	"glycinamide"	"c"
"oxytocin1-8"	"oxytocin1-8"	"c"
"6-methylmercaptopurine"	"6-methylmercaptopurine"	"c"
"thiopurine"	"thiopurine"	"c"
"alphatubulin"	"alphatubulin"	"c"
"detyrosinatedalpha-tubulin"	"detyrosinatedalpha-tubulin"	"c"
"3-phosphopolynucleotide"	"3-phosphopolynucleotide"	"c"
"polynucleotide"	"polynucleotide"	"c"
"5-phosphopolynucleotide"	"5-phosphopolynucleotide"	"c"
"(5)ppPur-mRNA"	"(5)ppPur-mRNA"	"c"
"G(5)pppR-RNA"	"G(5)pppR-RNA"	"c"
"m7G(5')pppR-RNA"	"m7G(5')pppR-RNA"	"c"
"m7G(5')pppm6Am(mRNAcontaininganN6,2'-O-dimethyladenosinecap)"	"m7G(5')pppm6Am(mRNAcontaininganN6,2'-O-dimethyladenosinecap)"	"c"
"m7G(5')pppAm"	"m7G(5')pppAm"	"c"
"N-tetradecanoylglycylpeptide"	"N-tetradecanoylglycylpeptide"	"c"
"glycylpeptide"	"glycylpeptide"	"c"
"NG,NG-dimethyl-L-arginine"	"NG,NG-dimethyl-L-arginine"	"c"
"dimethylamine"	"dimethylamine"	"c"
"trimethylamine"	"trimethylamine"	"c"
"trimethylamine-N-oxide"	"trimethylamine-N-oxide"	"c"
"N-acetyl-O-acetylneuraminate"	"N-acetyl-O-acetylneuraminate"	"c"
"[pyruvatedehydrogenase(acetyltransferring)]-phosphate"	"[pyruvatedehydrogenase(acetyltransferring)]-phosphate"	"c"
"[pyruvatedehydrogenase(acetyltransferring)]"	"[pyruvatedehydrogenase(acetyltransferring)]"	"c"
"tRNA-queuine"	"tRNA-queuine"	"c"
"queuine"	"queuine"	"c"
"tRNA-guanine"	"tRNA-guanine"	"c"
"tRNAcontainingN2-methylguanine"	"tRNAcontainingN2-methylguanine"	"c"
"tRNAcontainingN7-methylguanine"	"tRNAcontainingN7-methylguanine"	"c"
"tRNAcontaining5-methylaminomethyl-2-thiouridylate"	"tRNAcontaining5-methylaminomethyl-2-thiouridylate"	"c"
"tRNAcontaining5-aminomethyl-2-thiouridine"	"tRNAcontaining5-aminomethyl-2-thiouridine"	"c"
"N-substitutedaminoacyltRNA"	"N-substitutedaminoacyltRNA"	"c"
"N-substitutedaminoacid"	"N-substitutedaminoacid"	"c"
"tRNA"	"tRNA"	"c"
"tRNAcontaining6-isopentenyladenosine"	"tRNAcontaining6-isopentenyladenosine"	"c"
"tRNA-pseudouridine"	"tRNA-pseudouridine"	"c"
"tRNA-uridine"	"tRNA-uridine"	"c"
"arsenite"	"arsenite"	"c"
"methylarsonate"	"methylarsonate"	"c"
"acetanilide"	"acetanilide"	"c"
"aniline"	"aniline"	"c"
"[beta-adrenergic-receptor]"	"[beta-adrenergic-receptor]"	"c"
"phospho-[betaadrenergicreceptor]"	"phospho-[betaadrenergicreceptor]"	"c"
"N4-(acetyl-beta-D-glucosaminyl)asparagine"	"N4-(acetyl-beta-D-glucosaminyl)asparagine"	"c"
"N-acetyl-beta-D-glucosaminylamine"	"N-acetyl-beta-D-glucosaminylamine"	"c"
"4-N-(n-acetyl-D-glucosaminyl)-protein"	"4-N-(n-acetyl-D-glucosaminyl)-protein"	"c"
"peptide-L-aspartate"	"peptide-L-aspartate"	"c"
"peptide-3-hydroxy-L-aspartate"	"peptide-3-hydroxy-L-aspartate"	"c"
"3-methyl-2-oxobutanoate-dehydrogenase-phosphate"	"3-methyl-2-oxobutanoate-dehydrogenase-phosphate"	"c"
"3-methyl-2-oxobutanoate-dehydrogenase"	"3-methyl-2-oxobutanoate-dehydrogenase"	"c"
"sn-glycero-3-phospho-1-inositol"	"sn-glycero-3-phospho-1-inositol"	"c"
"vitaminK"	"vitaminK"	"c"
"reducedvitaminK"	"reducedvitaminK"	"c"
"oxidizeddithiothreitol"	"oxidizeddithiothreitol"	"c"
"dithiothreitol"	"dithiothreitol"	"c"
"vitaminKepoxide"	"vitaminKepoxide"	"c"
"L-arginyl-protein"	"L-arginyl-protein"	"c"
"[protein]"	"[protein]"	"c, n, r, g, l"
"peptidylamidoglycolate"	"peptidylamidoglycolate"	"c"
"peptidylglycine"	"peptidylglycine"	"c"
"L-glutaminyl-peptide"	"L-glutaminyl-peptide"	"c"
"5-oxoprolyl-peptide"	"5-oxoprolyl-peptide"	"c"
"peptide-L-methionine"	"peptide-L-methionine"	"c"
"peptide-L-methionine-(S)-S-oxide"	"peptide-L-methionine-(S)-S-oxide"	"c"
"peptidyl-L-lysyl-peptide"	"peptidyl-L-lysyl-peptide"	"c"
"peptidyl-allysyl-peptide"	"peptidyl-allysyl-peptide"	"c"
"RNA-terminal-2,3-cyclic-phosphate"	"RNA-terminal-2,3-cyclic-phosphate"	"c"
"RNA-3-terminal-phosphate"	"RNA-3-terminal-phosphate"	"c"
"lysosomal-enzyme-D-mannose"	"lysosomal-enzyme-D-mannose"	"c"
"lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose"	"lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose"	"c"
"glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose"	"glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose"	"c"
"glycoprotein-phospho-D-mannose"	"glycoprotein-phospho-D-mannose"	"c"
"peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine"	"peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine"	"c"
"peptide-2-(3-carboxy-3-aminopropyl)-L-histidine"	"peptide-2-(3-carboxy-3-aminopropyl)-L-histidine"	"c"
"[methioninesynthase]-cob(II)alamin"	"[methioninesynthase]-cob(II)alamin"	"c"
"[methioninesynthase]-methylcob(I)alamin"	"[methioninesynthase]-methylcob(I)alamin"	"c"
"formyl-L-methionyl-peptide"	"formyl-L-methionyl-peptide"	"c"
"methionyl-peptide"	"methionyl-peptide"	"c"
"diphospho-myo-inositol-polyphosphate"	"diphospho-myo-inositol-polyphosphate"	"c"
"myo-inositol-polyphosphate"	"myo-inositol-polyphosphate"	"c"
"procollagen-L-lysine"	"procollagen-L-lysine"	"c"
"L-hydroxylysine"	"L-hydroxylysine"	"c"
"3-(acyloxy)acylgroupofbacterialtoxin"	"3-(acyloxy)acylgroupofbacterialtoxin"	"c"
"3-hydroxyacylgroupofbacterialtoxin"	"3-hydroxyacylgroupofbacterialtoxin"	"c"
"lactose-6-phosphate"	"lactose-6-phosphate"	"e"
"N-acetyl-L-glutamate-5-phosphate"	"N-acetyl-L-glutamate-5-phosphate"	"m"
"N-acetyl-L-glutamate5-semialdehyde"	"N-acetyl-L-glutamate5-semialdehyde"	"m"
"2-phosphoglycolate"	"2-phosphoglycolate"	"c"
"N-trimethyl-2-aminoethylphosphonate"	"N-trimethyl-2-aminoethylphosphonate"	"c"
"CMP-N-trimethyl-2-aminoethylphosphonate"	"CMP-N-trimethyl-2-aminoethylphosphonate"	"c"
"2-aminoethylphosphonate"	"2-aminoethylphosphonate"	"c"
"CMP-2-aminoethylphosphonate"	"CMP-2-aminoethylphosphonate"	"c"
"N-methylputrescine"	"N-methylputrescine"	"c"
"1-methylpyrrolinium"	"1-methylpyrrolinium"	"c"
"perillylaldehyde"	"perillylaldehyde"	"c, m"
"perillicacid"	"perillicacid"	"c, m"
"trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"	"trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"	"m, p"
"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"	"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"	"m, p"
"cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"	"cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"	"m, p"
"P1,P4-bis(5-adenosyl)-tetraphosphate"	"P1,P4-bis(5-adenosyl)-tetraphosphate"	"c"
"gamma-glutamyl-beta-cyanoalanine"	"gamma-glutamyl-beta-cyanoalanine"	"e"
"L-3-cyanoalanine"	"L-3-cyanoalanine"	"e"
"gamma-glutamyl-3-aminopropiononitrile"	"gamma-glutamyl-3-aminopropiononitrile"	"e"
"5-methyltetrahydropteroyltri-L-glutamate"	"5-methyltetrahydropteroyltri-L-glutamate"	"c"
"tetrahydropteroyltri-L-glutamate"	"tetrahydropteroyltri-L-glutamate"	"c"
"phosphoprotein"	"phosphoprotein"	"c"
"protamine"	"protamine"	"c"
"O-phosphoprotamine"	"O-phosphoprotamine"	"c"
"guanidine"	"guanidine"	"c, e"
"metformin"	"metformin"	"e, c"
"quinidine"	"quinidine"	"e, c"
"Mg2"	"Mg2"	"e, c"
"Cu2"	"Cu2"	"e, c"
"cimetidine"	"cimetidine"	"e, c"
"insulin-(SS)"	"insulin-(SS)"	"c"
"Insulin-(SH)2"	"Insulin-(SH)2"	"c"
"1-acylglycerol-VLDLpool"	"1-acylglycerol-VLDLpool"	"c, e"
"HDL"	"HDL"	"e"
"HDLremnant"	"HDLremnant"	"e"
"LDL"	"LDL"	"e"
"LDLremnant"	"LDLremnant"	"e"
"VLDL"	"VLDL"	"e"
"TAG-VLDLpool"	"TAG-VLDLpool"	"e"
"VLDLremnant"	"VLDLremnant"	"e, l"
"1,2-diacylglycerol-VLDLpool"	"1,2-diacylglycerol-VLDLpool"	"e"
"fattyacid-VLDLpool"	"fattyacid-VLDLpool"	"e"
"K"	"K"	"c, e, g"
"taurolithocholate"	"taurolithocholate"	"e, c"
"glycolithocholate"	"glycolithocholate"	"e, c"
"tauroursodeoxycholate"	"tauroursodeoxycholate"	"e, c"
"glycoursodeoxycholate"	"glycoursodeoxycholate"	"e, c"
"sulfochenodeoxycholate"	"sulfochenodeoxycholate"	"e, c"
"homoserine"	"homoserine"	"e, c"
"zinc"	"zinc"	"e, c, g, r"
"estrone3-sulfate"	"estrone3-sulfate"	"e, c"
"dehydroepiandrosteronesulfate"	"dehydroepiandrosteronesulfate"	"e, c"
"sulfotaurolithocholate"	"sulfotaurolithocholate"	"c, e"
"Ca2"	"Ca2"	"c, e"
"estradiol-17beta3-glucuronide"	"estradiol-17beta3-glucuronide"	"c, e, r"
"androsterone-glucuronide"	"androsterone-glucuronide"	"c, e"
"etiocholan-3alpha-ol-17-one3-glucuronide"	"etiocholan-3alpha-ol-17-one3-glucuronide"	"c, e"
"16-glucuronide-estriol"	"16-glucuronide-estriol"	"c, e"
"5alpha-dihydrotestosterone-glucuronide"	"5alpha-dihydrotestosterone-glucuronide"	"c, e"
"cytosine"	"cytosine"	"c, e"
"D-serine"	"D-serine"	"c, e"
"testosteroneglucuronide"	"testosteroneglucuronide"	"c, e"
"D-xylose"	"D-xylose"	"c, e"
"D-proline"	"D-proline"	"e, c, l"
"creatinine"	"creatinine"	"e, c"
"Li"	"Li"	"e"
